x(m/s),y(m/s),z(m/s),t(s)
0.05985246971,12.16920376,0.07421706617,27.39418462
0.05267017335,13.09811401,-0.6847122312,27.39657494
-0.05506426841,13.5505991,-1.541799664,27.39896452
-0.1867396981,13.47877598,-1.419700503,27.40135332
-0.4117850065,13.87619591,-0.5626131892,27.40374275
-0.6559830904,13.97674847,-0.6464067101,27.40613254
-0.8929988146,13.51229286,-1.060585737,27.4085228
-0.9959450364,12.99516773,-0.5338839889,27.41091265
-0.9432749152,12.3176384,-0.2441980839,27.41330192
-0.8499050736,11.64729023,-0.2250452787,27.41569197
-0.6416184306,10.47178841,-0.2609567642,27.4180816
-0.2777154744,8.951535225,-0.6871063113,27.42047067
0.0215468891,8.08247757,-0.9815804958,27.42286004
0.2034983933,7.416917801,-1.115650058,27.42524947
0.3902381063,7.309183598,-0.0885816589,27.42763931
0.5841601491,7.005133152,0.2106806934,27.43002869
0.4620610774,6.80642271,-1.311966181,27.4324177
0.3423561156,7.333124638,-1.379000902,27.43480759
0.4453023672,6.722629547,-1.83866787,27.43719749
0.1460400373,6.717841148,-3.660577059,27.43958723
-0.09097574651,7.512681961,-4.500905514,27.44197702
0.009576394223,7.45522356,-4.464993954,27.44436634
-0.1029462516,7.653933525,-4.603851795,27.44675634
-0.1963160932,8.14233017,-4.95817852,27.44914598
-0.06224656478,8.609178543,-3.914351463,27.45153473
0.07182296365,8.616360664,-2.4443748,27.45392416
0.1244931296,8.575661659,-1.888943911,27.45631332
0.2633508742,8.9587183,-1.304783821,27.45870207
0.4381200671,8.393710136,-1.560952425,27.46109119
0.4596669674,8.161482811,-1.326330781,27.46347973
0.5506426692,8.750431061,0.1125226393,27.46586952
0.5769777894,9.253191948,1.079738498,27.46825884
0.4931843579,9.597942352,1.474764824,27.4706478
0.5147312284,9.827775002,1.510676265,27.47303728
0.5314899087,10.29223061,1.469976664,27.47542645
0.4788197577,10.70641041,1.302389741,27.47781567
0.5290958285,10.92666721,1.177896619,27.48020541
0.6440125704,11.17804718,0.9145457745,27.48259488
0.6368302703,11.16607666,0.1915279031,27.48498447
0.6895004511,10.67049789,-0.7349883318,27.48737358
0.6918945909,10.98412514,-0.5554309487,27.48976218
0.6104952097,11.22353458,-0.2226511836,27.4921514
0.5195194483,10.90033245,-0.495578438,27.49454046
0.3950262666,10.70162106,-0.799628973,27.49692931
0.2034983933,10.36884212,-1.458006144,27.49931879
-0.01915278845,10.18928432,-1.544193745,27.50170838
-0.0981580466,9.842140198,-1.21859622,27.50409817
-0.2609567642,9.564423561,-1.525040865,27.50648754
-0.4405141473,9.593153954,-1.83866787,27.50887655
-0.3471443057,9.308256149,-1.517858624,27.51126603
-0.2489862591,8.518202782,-2.307911158,27.51365515
-0.2801095545,8.563691139,-3.133875132,27.51604395
-0.04788197577,9.05208683,-1.977525592,27.51843327
0.3160210252,8.661849022,-1.388577223,27.52082291
0.4979725182,8.918018341,-1.87457943,27.5232128
0.7972348928,9.667370796,-1.687839627,27.52560187
1.158743739,9.571606636,-1.141985178,27.52799067
1.367030382,9.20770359,-1.429276943,27.53038041
1.467582464,9.406414032,-2.262423277,27.53276931
1.455611944,9.684128761,-2.056530952,27.53515791
1.429276943,9.140668869,-1.654322267,27.53754744
1.288025141,9.008994102,-2.133141994,27.53993723
1.010309696,9.574001312,-2.554503202,27.54232713
0.8211758733,9.071240425,-2.755607843,27.54471739
0.7182296515,8.391316414,-3.267944813,27.54710629
0.5602191091,8.889288902,-3.844922543,27.54949608
0.4189672768,8.896471024,-4.168126106,27.55188525
0.5051548481,7.802368164,-4.503299713,27.55427364
0.5578250289,7.464799881,-4.81453228,27.5566627
0.4692433476,7.589293003,-4.699615955,27.55905212
0.5554309487,6.770511627,-3.952656984,27.56144197
0.61528337,6.07622242,-3.270339012,27.56383093
0.4117850065,6.629259586,-2.439586401,27.56621942
0.3471443057,6.602924347,-1.21141398,27.56860864
0.3567207158,6.203110218,-0.04309377819,27.5709977
0.2058925033,6.957251072,0.9648218155,27.57338681
0.2585626841,7.292425156,1.261690021,27.57577619
0.4213613868,7.589293003,1.704598308,27.57816535
0.5961305499,8.415257454,2.343822718,27.58055499
0.9743981957,9.013781548,2.169053555,27.5829441
1.357453942,9.806227684,1.577711105,27.58533291
1.745298028,10.39996529,0.8403286934,27.58772275
2.133141994,10.76147366,-0.002394098556,27.59011181
2.36058116,11.49646187,-0.4812138379,27.59250061
2.48507452,11.51561546,-2.075683594,27.5948902
2.379734278,11.30493355,-4.25191927,27.59727957
2.054136753,11.45097446,-5.04197216,27.59966926
1.671080828,11.21874714,-5.578249931,27.6020589
1.055797458,11.40788078,-5.855965614,27.60444817
0.3758735061,11.93697643,-4.524846554,27.60683801
-0.08618755639,12.62887096,-1.29281342,27.60922785
-0.4189672768,13.24415398,1.699810147,27.61161749
-0.6511948705,13.6008749,3.246397972,27.61400728
-0.4883961678,13.92647171,5.132947445,27.61639713
0.1244931296,13.10769081,5.592614651,27.61878738
0.5578250289,12.80364037,4.374018669,27.62117676
1.110861897,13.7852211,5.142523766,27.62356499
1.946402192,14.30952835,6.262962341,27.62595489
2.355793238,14.71652508,4.524846554,27.62834468
2.547321081,15.30786705,1.721356988,27.6307341
2.729272604,15.32462597,-0.3279915452,27.63312369
2.516197681,14.82665443,-3.792252541,27.63551322
1.812332749,15.96863937,-6.013976097,27.63790317
1.264084101,16.67489815,-5.283775806,27.64029244
0.7397764921,14.54654408,-7.225389957,27.64268145
-0.1987102032,13.42850018,-10.11506653,27.64507134
-0.8451168537,13.00713825,-9.317831993,27.64746082
-1.132408738,10.60825157,-7.143990517,27.64984989
-1.503494024,8.388921738,-5.736260414,27.65223916
-1.632775426,7.414524078,-3.916745424,27.65462858
-1.352665782,5.733866692,-1.149167418,27.65701832
-0.9121516347,3.351738214,0.7732938528,27.65940718
-0.3950262666,2.640691042,2.52098608,27.66179577
0.2872918546,2.453951359,4.539210796,27.66418525
0.9408808351,1.472370744,5.456151009,27.66657447
1.474764824,1.458006144,5.61894989,27.66896374
1.970343232,3.560024738,6.686717987,27.67135353
2.4132514,5.329264164,7.134414673,27.67374364
2.676602602,6.126498699,4.876779079,27.67613431
2.853765726,7.957983971,1.958372712,27.67852416
2.951923847,10.18449593,-0.7206237316,27.68091364
2.781942844,13.28964233,-1.043827057,27.68330395
2.822642565,15.21689224,-1.18029058,27.68569348
2.707725763,15.93272686,-4.668492317,27.68808228
2.185812235,17.74984741,-7.342700958,27.6904714
1.941614151,18.35795021,-7.031467915,27.69286056
1.656716347,17.18963051,-6.370697021,27.6952502
1.055797458,16.27268982,-6.825575352,27.69763968
0.4740315676,15.8513279,-5.741048813,27.70002864
0.03112328239,14.10363579,-3.205698252,27.70241879
-0.4740315676,12.05428696,-1.350271702,27.70480817
-0.9001811147,10.91948414,0.6057069898,27.70719712
-1.115650058,8.865347862,1.374212623,27.70958666
-1.388577223,7.572534561,2.453951359,27.71197634
-1.323936582,7.079349995,4.651733875,27.71436608
-1.096497297,5.839207172,4.196855068,27.71675483
-1.055797458,5.736260414,1.86979115,27.71914353
-0.6679535508,6.72502327,1.141985178,27.72153353
-0.1077344418,6.985980034,0.6009188294,27.72392306
0.181951493,7.292425156,-2.013437033,27.72631207
0.4500905573,8.764796257,-4.35965395,27.72870186
0.7876585126,10.30898857,-4.508088112,27.73109181
0.9480631351,11.38393974,-4.127426147,27.73348176
0.972004056,12.52113628,-4.594275475,27.73587103
1.012703776,13.25851917,-4.706798077,27.73825978
1.053403497,13.03826237,-3.935898304,27.74064936
0.9576395154,13.51947594,-1.302389741,27.7430391
0.9265161753,13.69903278,1.934431791,27.74542811
0.9672158957,11.62813759,2.319881678,27.74781749
0.878634274,9.205309868,0.2968682647,27.75020733
0.6895004511,8.618755341,0.1460400373,27.75259754
0.4548787475,8.623543739,3.516931057,27.75498697
0.1771633178,7.629992485,5.580644131,27.75737603
-0.2872918546,7.32354784,3.730005741,27.75976582
-0.8331463933,8.353010178,1.867396951,27.76215541
-1.261690021,8.384134293,1.383789182,27.76454442
-1.601652026,7.900526047,-0.184345603,27.76693358
-1.924855351,9.784682274,-2.149900675,27.76932291
-2.061319113,11.47012711,-3.196121693,27.7717128
-1.85782063,10.9553957,-3.952656984,27.77410207
-1.434065104,11.25705242,-4.194460869,27.77649056
-0.8522991538,11.90106487,-4.474570274,27.77887983
-0.1891337931,11.03440094,-4.376412392,27.78126874
0.6751358509,9.506965637,-2.779548645,27.78365853
1.419700503,8.877318382,-1.051009417,27.78604796
1.695021868,8.939564705,1.103679538,27.78843707
2.066107273,8.039383888,4.163337708,27.79082655
2.274393797,7.105685234,5.63092041,27.79321567
1.893732071,7.498317719,5.008454323,27.79560442
1.537011385,7.924467087,4.831291676,27.7979939
1.26887238,7.788002968,4.680462837,27.80038358
0.658377111,8.412862778,1.996678352,27.8027728
0.03830557689,10.42869377,-0.5458545089,27.80516176
-0.2346216738,11.72150707,-1.704598308,27.80755072
-0.4620610774,12.12371635,-3.907169342,27.80994035
-0.6081010699,13.15796661,-6.04031086,27.81232973
-0.5602191091,13.52426434,-7.445646763,27.81471858
-0.5147312284,12.96404457,-8.28597641,27.81710817
-0.4117850065,12.76294041,-7.445646763,27.81949723
-0.2657449543,12.65520573,-5.472909451,27.82188582
-0.1604046077,11.43182182,-4.563151836,27.82427509
-0.03591148183,9.588364601,-4.031662464,27.82666457
0.05985246971,8.611573219,-1.85063839,27.82905431
0.09576395154,8.460744858,1.687839627,27.83144353
0.2106806934,7.615627766,4.002933025,27.83383249
0.2753213346,7.005133152,4.912690639,27.83622228
0.3974204063,7.266089439,5.199982643,27.83861155
0.5290958285,7.505499363,4.579911232,27.84100035
0.6009188294,7.749697685,4.25191927,27.84338983
0.799628973,7.929255009,3.196121693,27.84577947
0.7661116123,8.973081589,0.8738460541,27.84816947
0.6081010699,10.58909893,-0.3974204063,27.850559
0.6799240708,11.32648087,-0.749352932,27.8529477
0.6416184306,11.57067871,-2.791519165,27.85533681
0.3974204063,11.97288799,-5.63331461,27.85772603
0.4213613868,11.49885559,-6.289297581,27.86011499
0.5889483094,9.286708832,-7.280454636,27.86250416
0.3495384157,8.331463814,-8.288370132,27.8648928
0.2489862591,8.585238457,-5.185617924,27.8672828
0.5578250289,6.365908623,-2.173841715,27.86967207
0.4883961678,4.122638226,-1.687839627,27.87206098
0.3758735061,3.196121693,-0.9360926151,27.87445088
0.5003666282,2.061319113,0.8738460541,27.87683994
0.3926321864,1.051009417,2.353399038,27.87922822
0.2178629786,0.9049693346,2.707725763,27.88161718
0.1580105126,1.764450788,2.863342047,27.88400666
-0.01436459273,2.686178684,2.269605398,27.8863964
-0.1484341323,3.531295776,1.23535502,27.88878551
-0.0885816589,4.402747631,-0.5985246897,27.89117462
-0.1891337931,5.980458736,-2.978258848,27.89356468
-0.1580105126,8.048959732,-3.722823381,27.89595426
0.2058925033,9.298680305,-3.849710703,27.89834348
0.5051548481,9.518937111,-5.855965614,27.90073285
0.7278059721,10.04563808,-8.159088135,27.90312218
1.084526777,11.64729023,-6.440125465,27.90551207
1.623198986,11.29296398,-4.089120865,27.90790129
1.83866787,10.1964674,-4.450629711,27.91029025
1.89612627,10.79738522,-3.476231575,27.91267999
2.123565435,9.806227684,-1.711780667,27.91506926
1.927249551,8.235699654,-1.055797458,27.91745827
1.525040865,8.805495262,1.010309696,27.91984759
1.23056674,8.997022629,2.805883646,27.92223681
0.6296479702,9.008994102,2.827430487,27.92462655
0.05027607456,11.11819458,4.697221279,27.92701619
-0.1412518322,12.65999413,6.097769737,27.92940551
-0.3926321864,13.56735802,3.947868824,27.93179551
-0.4620610774,15.74598694,1.963160992,27.93418488
0.05027607456,17.19202423,0.823570013,27.93657353
0.6392243505,18.09699249,-1.436459303,27.93896254
1.264084101,19.73934364,-3.861681223,27.94135166
2.178629637,20.00029945,-6.444913864,27.94374129
3.03332305,17.98686409,-10.44545269,27.94613004
3.447502136,17.03640556,-13.04544353,27.94851869
3.6797297,17.09865379,-11.86515331,27.95090848
3.765917301,14.77877235,-11.17086506,27.95329822
3.157816172,12.03273964,-11.68080807,27.95568733
2.221723795,10.36165905,-9.753558159,27.95807676
1.419700503,7.378612518,-6.827969551,27.96046634
0.2561685741,3.959839344,-5.501638889,27.96285629
-1.072556257,2.48986268,-2.959105968,27.96524587
-1.84345603,1.017491937,1.656716347,27.96763535
-2.346216679,-1.809938669,3.536083698,27.97002577
-2.784336805,-3.607906818,2.171447515,27.97241598
-2.690967083,-3.332585573,3.133875132,27.97480572
-2.058924913,-3.938292503,4.87438488,27.97719572
-1.431671023,-4.172914028,3.811405182,27.97958535
-0.6344361901,-0.6871063113,4.99409008,27.9819752
0.7972348928,1.905702591,6.286903381,27.98436671
2.102018833,2.808277845,3.02135253,27.98675593
3.035717249,6.267750263,0.08379345387,27.98914556
4.060391426,10.91709042,0.7732938528,27.99153478
4.977331638,13.31837082,0.3423561156,27.99392379
5.302928448,15.0133934,-3.351738214,27.99631332
5.152100563,17.6780262,-5.834418297,27.99870317
4.950995922,19.38262367,-6.578983307,28.00109348
4.280648708,21.30029678,-6.404213905,28.00348301
3.263156414,23.2395153,-3.978991985,28.00587197
2.528168201,21.62589455,-3.832952023,28.00826155
1.412518263,19.74413109,-6.248597622,28.01065046
0.1220990419,19.88538361,-4.611033916,28.01303916
-0.4668492377,18.16881561,-0.6751358509,28.01542848
-0.9863687158,15.36771965,0.60331285,28.01781775
-1.489129424,13.11247921,-0.8451168537,28.02020733
-1.529829144,11.1253767,-1.23296082,28.02259655
-1.307177901,9.581183434,1.034250736,28.0249839
-0.9025752544,8.575661659,2.846583605,28.02737348
-0.3279915452,8.568478584,2.825036526,28.02976244
0.433331877,7.802368164,1.568134665,28.03215113
1.311966181,6.320420265,-0.1268872321,28.0345403
2.097230434,6.622076988,-1.458006144,28.03692936
2.650267363,7.874190807,-2.48028636,28.03931905
3.136269331,7.776032448,-3.442713976,28.04170837
3.524113178,7.33551836,-4.8265028,28.04409702
3.478625536,8.43919754,-5.616555691,28.04648624
3.284703493,8.858164787,-5.331657887,28.04887483
2.990229368,8.688183784,-3.507354736,28.05126322
2.537744761,10.13422012,0.2609567642,28.05365238
2.135535955,11.4150629,3.07402277,28.05604171
1.802756429,10.55558109,3.67494154,28.05843155
1.620804906,9.114334106,2.772366285,28.06082087
1.460400224,9.226857185,1.915279031,28.06320936
1.237748981,9.688918114,2.712513924,28.06560004
1.127620459,9.272343636,4.259101391,28.067989
1.058191657,9.492602348,4.117849827,28.07037754
0.7661116123,10.92906094,2.178629637,28.07276655
0.4548787475,11.18283463,0.3495384157,28.0751553
0.2130747885,10.69443893,-0.3974204063,28.07754436
-0.1316754371,12.01358795,-0.7349883318,28.07993322
-0.5721896291,13.57214642,-2.037378073,28.08232186
-0.9791863561,13.79958534,-2.815460205,28.0847115
-0.9743981957,13.41892338,-2.403675318,28.08710119
-0.8738460541,12.76772881,-4.378806591,28.08949114
-1.027068377,13.09093189,-5.662043571,28.09188119
-0.5195194483,12.64323521,-2.674208164,28.09427087
0.3543266356,10.63219261,-0.9911568761,28.09666114
0.6871063113,10.86202621,-0.4883961678,28.09905082
1.422094584,10.93145466,1.654322267,28.10143973
2.475497961,8.475110054,2.370157719,28.10382827
2.889677286,7.697027683,1.989495993,28.10621764
3.246397972,7.608446121,2.133141994,28.10860634
3.457078457,6.564619064,2.451556921,28.1109953
3.133875132,6.954856873,3.421166897,28.11338468
2.769972324,8.053748131,3.646212578,28.11577483
2.181024075,8.716914177,2.106806993,28.11816395
1.393365502,9.595547676,1.24732554,28.12055238
0.9432749152,10.29462528,0.4069967866,28.12294171
0.4141790867,11.82205963,-0.5506426692,28.12533056
0.04309377819,12.2984848,-1.599257946,28.12771942
0.01915278845,12.19553947,-2.614355803,28.1301091
-0.002394098556,13.93844318,-1.888943911,28.13249869
0.2489862591,13.84986115,-2.200176716,28.13488848
0.5697954893,13.35428333,-1.726145267,28.13727827
0.9911568761,13.28724766,-0.3758735061,28.13966775
1.381394982,12.17638588,-0.9552453756,28.14205754
1.548981905,11.04158306,-1.472370744,28.14444681
1.83866787,10.14618969,-0.9360926151,28.14683619
1.963160992,9.217280388,-1.127620459,28.14922582
1.706992388,7.893343449,-2.686178684,28.15161535
1.472370744,7.883767128,-1.273660541,28.15400525
1.371818662,7.340307236,0.8858165741,28.15639457
0.9384866953,5.982852936,-1.046221137,28.15878348
0.5123371482,6.612500668,-1.81951499,28.16117285
0.4453023672,6.203110218,-1.005521536,28.16356171
0.1412518322,5.176041603,-1.108467698,28.16595056
-0.07182296365,6.193533421,0.09576395154,28.16833983
0.06703476608,6.298873901,0.9624276757,28.17072905
0.08139935881,5.135342121,-0.8259640336,28.17311858
0.1987102032,5.987640858,-0.5865541697,28.17550749
0.6535889506,6.239021301,1.314360261,28.17789582
0.8044171929,5.961306095,1.982313752,28.1802853
0.9911568761,6.890215874,3.325403214,28.18267473
1.362242103,6.696293831,3.607906818,28.18506504
1.331118822,6.550253868,2.602385283,28.18745457
1.328724742,7.436070442,2.731666803,28.18984395
1.422094584,7.814338684,3.143451691,28.19223332
1.23056674,8.185423851,2.231300116,28.19462233
1.046221137,10.20125484,2.322275639,28.19701108
1.110861897,11.75741863,2.837007046,28.19940056
1.141985178,11.05115986,0.2202570736,28.20178952
1.096497297,10.45263481,-4.093908787,28.20417811
1.048615217,11.69996071,-5.176041603,28.20656733
1.127620459,11.54195023,-4.412323952,28.2089565
1.125226378,10.41672421,-4.92226696,28.21134593
0.878634274,11.51082706,-4.122638226,28.21373504
0.7661116123,11.56110287,-2.544926882,28.21612364
0.5865541697,10.73513889,-0.4668492377,28.21851358
0.3974204063,10.41911793,1.297601461,28.22090327
0.2705331445,9.456689835,0.9959450364,28.22329233
0.07421706617,9.339379311,2.116383314,28.22568072
0.2250452787,8.824647903,3.768311501,28.2280702
0.3806616962,8.113600731,2.760395765,28.23045983
0.4189672768,10.09591389,3.66775918,28.23284884
1.062979817,10.54121685,5.386722088,28.23523759
1.611228466,9.593153954,2.880100727,28.23762681
1.87218523,11.09425354,0.01915278845,28.24001582
2.492256641,11.11340618,-2.564079762,28.24240483
2.758001804,10.84287262,-5.384327888,28.244794
2.789124966,12.1787796,-6.332390785,28.24718275
2.844189167,12.33200264,-7.594080925,28.24957207
2.43719244,12.52592468,-9.325015068,28.25196166
2.023013592,12.62168884,-9.222067833,28.25435103
1.582499266,11.10861778,-9.765528679,28.25674113
0.7038650513,11.36957455,-9.444720268,28.25913061
0.1771633178,12.48522472,-4.441052914,28.26151942
0.01197049394,10.20364857,-1.23296082,28.2639103
-0.3208092153,7.900526047,-1.532223225,28.26629957
-0.3519325256,6.911763191,-0.6966827512,28.26868931
-0.2346216738,4.87438488,0.9241221547,28.27107858
-0.1580105126,3.09796381,3.107540369,28.2734677
-0.002394098556,2.990229368,5.762595654,28.27585785
0.08139935881,3.471443176,7.529440403,28.27824723
0.1795574129,3.495384216,8.15430069,28.28063624
0.304050535,2.987835169,6.988374233,28.28302598
0.3734793961,2.580838442,3.370891094,28.28541593
0.2322275788,4.230372429,0.7254119515,28.2878064
0.1604046077,5.930182457,0.2058925033,28.29019603
0.2777154744,6.191139698,-1.716568708,28.29258478
0.2370157838,7.3594594,-5.355598927,28.29497431
0.184345603,8.894077301,-8.324281693,28.29736369
0.2154688835,9.679341316,-8.726490021,28.29975285
0.4117850065,9.70088768,-7.634780884,28.30214259
0.442908287,10.20843697,-7.404947281,28.30453082
0.1987102032,11.39830399,-7.024285316,28.30692077
0.2633508742,11.3552103,-4.44344759,28.30931009
0.3734793961,10.38320637,-1.699810147,28.3116989
0.2322275788,8.999417305,-3.167392731,28.31408827
0.04309377819,8.467926979,-5.082671642,28.31647713
-0.07661115378,9.710465431,-1.130014658,28.31886577
0.1005521491,9.672159195,3.246397972,28.32125515
0.1915279031,10.0576086,2.951923847,28.32364478
0.2585626841,12.82758141,2.094836473,28.32603478
0.9408808351,13.23936558,1.797968149,28.3284241
1.601652026,13.22500134,1.527434945,28.3308128
2.236088276,14.57287884,-0.8139935732,28.33320265
2.920800447,15.21210289,-5.094642162,28.33559233
3.265550852,15.16661644,-6.310844421,28.33798145
3.682123661,13.90732002,-6.557436466,28.34037082
3.624665499,14.23052311,-7.618021965,28.34276035
2.949529648,15.78429317,-6.540678024,28.34514978
2.619143963,14.18024731,-4.668492317,28.34753879
2.221723795,11.78375435,-4.723556995,28.34992728
1.316754222,11.28338718,-5.489668369,28.35231645
0.7900525331,10.19167805,-4.098697186,28.3547053
0.6871063113,8.010654449,-2.044560432,28.3570939
0.304050535,6.669959068,-1.898520231,28.35948301
0.07182296365,5.779354572,-1.24014318,28.36187223
0.2848977447,4.558363914,0.8307522535,28.36426202
0.2633508742,4.747498035,3.246397972,28.36665129
0.2441980839,5.465727329,5.470515728,28.36903999
0.5267017484,5.240682125,5.499245167,28.37142973
0.5458545089,5.635708332,2.813066006,28.373819
0.4883961678,6.480825424,-0.0981580466,28.37620775
0.658377111,7.203843117,-1.599257946,28.37859686
0.5626131892,9.313043594,-2.559291601,28.38098587
0.251380384,12.39185524,-3.088387489,28.3833753
0.2394098788,13.80437279,-3.6797297,28.38576462
0.07421706617,14.59203243,-4.594275475,28.38815353
-0.2681390643,16.36845207,-4.747498035,28.39054337
-0.3160210252,16.5001297,-5.860753536,28.39293228
-0.5506426692,15.45869637,-6.842333794,28.39532067
-0.8570873737,15.10436916,-5.276593685,28.39770994
-0.9336984754,14.52020931,-3.904774904,28.40009962
-1.22817266,13.80437279,-3.509748697,28.40248931
-1.431671023,12.82279301,-2.36058116,28.40487832
-1.285630941,11.49646187,-1.249719501,28.40726749
-1.288025141,11.54434395,-0.1580105126,28.40965785
-1.209019899,11.61616707,1.560952425,28.4120477
-0.737382412,10.15337276,1.960766912,28.41443686
-0.4165731966,9.990573883,1.187473059,28.41682645
-0.2298334837,9.686524391,-0.732594192,28.41921613
-0.02633508667,9.310649872,-0.8882106543,28.42160608
0.2298334837,9.574001312,0.6918945909,28.42399577
0.2058925033,8.965900421,-1.991890073,28.42638494
-0.3495384157,10.60106945,-3.16260457,28.42877447
-0.3758735061,11.43421555,-1.101285338,28.4311641
-0.3279915452,10.33771801,-2.427616358,28.43355384
-0.8068112731,11.2355051,-4.302195549,28.43594379
-0.6128892303,11.2450819,-3.935898304,28.43833353
-0.1627987176,9.875657082,-3.459472656,28.44072348
-0.1101285368,10.0073328,-3.277521133,28.44311285
0.3567207158,10.27068424,-1.596863866,28.4455016
1.058191657,8.721701622,0.1460400373,28.44789119
1.362242103,7.2996068,-0.0981580466,28.45028072
1.627987146,7.560564041,0.7349883318,28.45266973
1.86979115,7.670692444,3.69888258,28.4550589
1.865002871,7.282848358,5.413057327,28.45744775
1.785997629,8.015442848,4.536817074,28.45983702
1.520252705,9.619488716,3.497778177,28.46222598
1.400547743,9.09996891,2.276787996,28.46461447
1.285630941,7.852643967,-1.726145267,28.4670041
0.6559830904,10.15097904,-4.280648708,28.46939332
0.2920800745,11.59461975,-2.705331564,28.47178197
0.1987102032,10.68725681,-1.029462457,28.47417124
-0.2082865983,11.92979431,-1.24014318,28.47656077
-0.5362781286,12.57859516,-3.236821413,28.47895056
-0.5602191091,10.63458729,-3.337373734,28.48133983
-0.3998144865,8.889288902,-1.371818662,28.4837289
-0.3902381063,8.522992134,-1.592075586,28.4861189
-0.4453023672,8.293157578,-1.733327508,28.48850838
-0.0406996794,6.873457432,0.8738460541,28.49089765
0.4237554669,5.554308891,2.700543404,28.49328733
0.6511948705,5.288564205,1.685445547,28.49567697
0.9696099758,4.646945477,0.7158355117,28.49806733
1.395759583,3.313432693,1.031856537,28.50045718
1.577711105,4.046027184,1.85542655,28.50284629
1.668686867,5.908635616,2.880100727,28.50523853
1.984707832,5.480092049,2.52098608,28.50762791
2.236088276,4.792985439,-0.5793718696,28.51001692
2.250452757,5.865541935,-4.330924511,28.5124064
2.188206196,7.115261555,-4.800168037,28.51479582
2.295940638,7.34748888,-3.571995258,28.51718546
2.243270397,8.180635452,-4.769044399,28.51957494
1.79557395,9.849322319,-5.650073051,28.52196436
1.589681625,8.831830025,-4.989302158,28.52435431
1.352665782,8.276399612,-4.086726665,28.52674374
0.6464067101,10.99370098,-1.022280216,28.52913275
0.2681390643,10.43348217,0.8499050736,28.53152239
-0.09576395154,9.387261391,1.774027109,28.53391186
-0.5913423896,11.94415855,5.374751568,28.5363014
-0.6248597503,12.482831,7.40973568,28.53869072
-0.6057069898,12.09738064,7.167931557,28.54107957
-0.3543266356,13.23457813,6.593348026,28.54346718
0.1532223076,14.35022831,5.690772533,28.54585655
0.6416184306,15.95427418,5.942152977,28.54824572
1.390971422,17.8982811,6.588560104,28.55063546
2.082865953,19.25812912,5.867936134,28.55302525
2.559291601,19.65794373,3.545660257,28.55541535
2.961500168,19.78004456,1.367030382,28.55780504
3.13866353,19.78961945,0.3926321864,28.56019436
2.987835169,18.67396927,-2.219329596,28.56258421
2.453951359,18.49680519,-3.878439903,28.56497348
1.829091549,18.36992073,-2.312699556,28.56736233
1.24253726,15.84414577,-2.262423277,28.56975171
0.4141790867,14.15151787,-2.714907885,28.57214098
-0.2848977447,13.66072655,-0.9049693346,28.5745304
-0.4979725182,11.52997971,1.285630941,28.576919
-0.6224656701,8.233305931,1.402941823,28.57930712
-0.7278059721,6.150439262,0.7685056925,28.58169629
-0.4812138379,4.524846554,1.86979115,28.58408468
-0.1244931296,2.056530952,2.978258848,28.58647332
0.1436459273,0.1268872321,2.046954393,28.5888627
0.3615089059,-0.5841601491,-0.3399620354,28.59125197
0.4381200671,-0.04309377819,-0.2178629786,28.59364129
0.6990768313,-0.08618755639,0.6200715899,28.5960304
0.7589293122,0.3208092153,-2.073289394,28.59841947
0.4572728872,3.17457509,-3.483413696,28.60080921
0.5865541697,4.426688671,-3.457078457,28.60319832
0.6320420504,4.673281193,-5.537550449,28.60558692
0.1939219981,7.52704668,-6.095375538,28.60797587
0.04788197577,9.566819191,-4.453023434,28.61036509
-0.05267017335,9.770317078,-3.241609812,28.61275478
-0.4285436869,11.35760403,-1.453217983,28.61514426
-0.6727417707,12.4229784,-0.4093908668,28.61753353
-0.9552453756,13.09572029,1.754874349,28.61992337
-1.060585737,13.49074554,4.766650677,28.62231264
-0.9336984754,12.15723324,2.686178684,28.62470405
-1.149167418,12.92573929,0.9265161753,28.62709348
-1.058191657,14.27601147,4.168126106,28.62948285
-0.4357259572,13.30640125,5.609373569,28.63187244
-0.2418039739,13.70142746,2.722090244,28.63426124
-0.06224656478,13.95759583,-0.8283581734,28.63664983
0.5219135284,12.21469212,-2.604779482,28.63903973
0.8594814539,11.93458176,-2.908829927,28.64142905
0.9432749152,12.10456276,-4.35965395,28.64381791
0.972004056,11.45576286,-6.454490185,28.64620671
1.055797458,11.1948061,-6.878245354,28.64859546
1.048615217,11.19241238,-5.843995094,28.65098494
0.9528512955,10.34250736,-5.319687366,28.65337416
1.084526777,9.114334106,-5.937365055,28.65576291
1.096497297,8.704942703,-5.331657887,28.65815223
1.146773219,7.175114155,-3.813799143,28.66054124
1.347877622,5.482485771,-2.559291601,28.66293025
1.288025141,5.954123497,-0.1651928127,28.6653189
1.264084101,5.58303833,1.604046106,28.66770837
1.175502539,4.330924511,1.462794423,28.67009811
0.6990768313,4.706798077,1.24493134,28.67248702
0.2322275788,5.243076324,1.027068377,28.67487572
-0.3591148257,5.326869488,-0.4596669674,28.67726515
-1.261690021,6.318026543,-2.882494926,28.67965416
-1.955978632,8.28597641,-4.385989189,28.68204306
-2.403675318,9.997756004,-5.097035885,28.68443254
-2.681390524,10.81175041,-7.026679993,28.68682202
-2.616750002,12.482831,-8.053748131,28.68921176
-2.054136753,14.02702522,-6.672352791,28.69160098
