"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.684727097E1,3.222456932E0,9.339379311E0,-3.344556093E0
4.684966082E1,3.107540369E0,1.150843334E1,-3.514537096E0
4.685205040E1,2.808277845E0,1.437656307E1,-5.147312284E-1
4.685443941E1,2.552109241E0,1.423531055E1,1.062979817E0
4.685682941E1,1.965555072E0,1.470934296E1,-6.416184306E-1
4.685921925E1,1.189867139E0,1.696219063E1,-8.139935732E-1
4.686160832E1,6.775299311E-1,1.645224762E1,1.220990419E-1
4.686399670E1,3.184151351E-1,1.563346481E1,8.211758733E-1
4.686638608E1,-3.830557689E-2,1.548263741E1,-1.156349778E0
4.686877571E1,-4.955784380E-1,1.466624928E1,-3.255974293E0
4.687116509E1,-4.860020280E-1,1.256422997E1,-2.401281118E0
4.687355436E1,-4.357259572E-1,1.034729481E1,-2.231300116E0
4.687594462E1,-7.349883318E-1,8.997022629E0,-3.837740183E0
4.687833430E1,-7.278059721E-1,7.211025715E0,-4.220796108E0
4.688072342E1,-5.889483094E-1,4.745103359E0,-3.181757212E0
4.688311305E1,-5.482486486E-1,2.714907885E0,-4.098697186E0
4.688550274E1,-5.290958285E-1,2.353399038E0,-3.519325256E0
4.688789295E1,-2.346216738E-1,-7.421706617E-2,-2.856159687E0
4.689028253E1,1.915278845E-2,-2.681390524E0,-4.613428593E0
4.689267160E1,9.815804660E-2,-2.724484205E0,-4.895932198E0
4.689506154E1,3.255974352E-1,-3.358920574E0,-3.768311501E0
4.689745123E1,5.626131892E-1,-3.761129141E0,-2.262423277E0
4.689984055E1,6.727417707E-1,-2.559291601E0,-1.369424462E0
4.690223040E1,6.344361901E-1,2.034983933E-1,1.151561499E0
4.690462055E1,9.289103150E-1,2.255240917E0,3.382861614E0
4.690701082E1,1.086920857E0,5.978064537E0,5.037183762E0
4.690940061E1,1.271266341E0,1.033771801E1,6.425761223E0
4.691179024E1,1.762056589E0,1.370860863E1,6.746570587E0
4.691418097E1,2.130748034E0,1.745298004E1,6.492795944E0
4.691657118E1,2.401281118E0,2.142239571E1,4.570334435E0
4.691896076E1,2.645478964E0,2.588020706E1,4.869596958E0
4.692135061E1,3.162604570E0,2.688333321E1,3.648606539E0
4.692374040E1,3.174575090E0,2.759438133E1,-1.278448701E0
4.692613035E1,2.817854166E0,3.080007935E1,-1.594469786E0
4.692851998E1,2.927982807E0,2.993820381E1,-5.506426692E-1
4.693090946E1,2.674208164E0,2.627284050E1,-4.637369633E0
4.693329951E1,1.831485510E0,2.488904953E1,-7.486347198E0
4.693568925E1,1.299995661E0,2.191558075E1,-7.105685234E0
4.693807889E1,6.583771110E-1,1.602609634E1,-8.125571251E0
4.694046878E1,-5.003666282E-1,1.141745663E1,-8.609178543E0
4.694285858E1,-1.419700503E0,7.783215046E0,-6.499978065E0
4.694525134E1,-2.140324354E0,2.681390524E0,-4.424294472E0
4.694764097E1,-3.011776209E0,-2.063713074E0,-2.286364317E0
4.695003024E1,-3.435531855E0,-5.144917965E0,1.106073618E0
4.695242029E1,-3.413984776E0,-7.811944008E0,3.557630777E0
4.695480998E1,-3.392437935E0,-9.846927643E0,4.278254509E0
4.695719904E1,-2.870524406E0,-1.110861778E1,5.298140526E0
4.695958899E1,-1.932037711E0,-1.192979431E1,5.578249931E0
4.696197925E1,-1.271266341E0,-1.014618969E1,5.889482975E0
4.696436962E1,-4.644551575E-1,-7.117655277E0,6.033129215E0
4.696675931E1,4.165731966E-1,-4.125032425E0,5.460938931E0
4.696914821E1,9.600335956E-1,4.381200671E-1,4.816926479E0
4.697153800E1,1.678263307E0,5.432209969E0,2.597597361E0
4.697392748E1,2.281575918E0,1.045263481E1,-5.075489283E-1
4.697631654E1,2.561685801E0,1.584175110E1,-2.391704798E0
4.697870618E1,3.088387489E0,2.051742554E1,-3.552842617E0
4.698109592E1,3.459472656E0,2.470470428E1,-5.018031120E0
4.698348597E1,3.552842617E0,2.782900429E1,-6.696293831E0
4.698587451E1,3.794646502E0,2.832218742E1,-9.030540466E0
4.698826384E1,3.825769663E0,2.833415794E1,-1.032335377E1
4.699065399E1,3.459472656E0,2.917927551E1,-8.865347862E0
4.699304337E1,3.095569849E0,2.813305473E1,-5.338840008E0
4.699543217E1,2.832218647E0,2.415645599E1,-3.272732973E0
4.699782160E1,2.147506475E0,2.000987816E1,-4.295012951E0
4.700021118E1,1.118044138E0,1.772830200E1,-2.923194408E0
4.700260128E1,7.134414315E-1,1.401026630E1,1.278448701E0
4.700499081E1,2.561685741E-1,8.190212250E0,4.046026766E-1
4.700737988E1,-9.073634148E-1,5.578249931E0,-1.793179989E0
4.700977014E1,-1.417306542E0,3.495384216E0,-7.972348928E-1
4.701216035E1,-1.668686867E0,-5.338839889E-1,-8.187817335E-1
4.701454988E1,-2.394098759E0,-2.645478964E0,-2.298334837E0
4.701693936E1,-2.671814203E0,-3.275126934E0,-3.732399940E0
4.701932858E1,-2.640691042E0,-3.974204063E0,-4.443447590E0
4.702171842E1,-2.592808962E0,-5.037183762E0,-5.326869488E0
4.702410868E1,-2.221723795E0,-6.131287098E0,-8.036989212E0
4.702649878E1,-1.984707832E0,-4.831291676E0,-9.736800194E0
4.702888951E1,-1.654322267E0,-3.279915333E0,-8.290763855E0
4.703127957E1,-1.010309696E0,-4.345289230E0,-8.649879456E0
4.703366936E1,-8.834224343E-1,-2.444374800E0,-8.657060623E0
4.703605936E1,-6.440125704E-1,7.182296515E-1,-5.846388817E0
4.703844920E1,-7.182296365E-2,3.136269450E-1,-4.146578789E0
4.704083920E1,-2.394098788E-2,2.200176716E0,-1.625592947E0
4.704322884E1,1.915279031E-1,6.863881111E0,3.686912060E0
4.704561837E1,6.464067101E-1,9.545271873E0,8.345828056E0
4.704800889E1,8.714519143E-1,1.278688145E1,1.311247921E1
4.705039884E1,1.520252705E0,1.613143730E1,1.589442158E1
4.705278811E1,1.932037711E0,1.980877495E1,1.666053391E1
4.705517748E1,2.260029316E0,2.437910843E1,2.054136848E1
4.705756691E1,3.052475929E0,2.667025948E1,2.155646515E1
4.705995722E1,3.272732973E0,3.046730042E1,1.969864464E1
4.706234774E1,3.662971020E0,3.287815857E1,1.641154671E1
4.706473811E1,4.302195549E0,3.139142227E1,9.296284676E0
4.706712904E1,4.342895031E0,3.081683922E1,1.987102032E0
4.706951946E1,4.390777111E0,2.996214676E1,-3.835346222E0
4.707190925E1,4.285437107E0,2.693361092E1,-9.569212914E0
4.707429936E1,3.516931057E0,2.287561417E1,-1.573162270E1
4.707668936E1,2.434798479E0,1.808502197E1,-2.175038719E1
4.707907998E1,1.034250736E0,1.339258766E1,-2.505424309E1
4.708147035E1,-6.440125704E-1,9.657793999E0,-2.286124802E1
4.708386019E1,-2.073289394E0,5.116189003E0,-2.008409309E1
4.708625056E1,-3.610301018E0,1.604046106E0,-1.765408325E1
4.708864040E1,-4.752285957E0,-6.200715899E-1,-1.172390175E1
4.709102993E1,-4.809744358E0,-5.504033089E0,-8.206970215E0
4.709341972E1,-4.735527515E0,-9.624277115E0,-7.021891594E0
4.709580920E1,-4.376412392E0,-1.051248837E1,-3.294280052E0
4.709819899E1,-3.232033253E0,-1.057473373E1,2.434798479E0
4.710058847E1,-1.958372712E0,-1.071359158E1,7.268484116E0
4.710297753E1,-1.036644697E0,-9.308256149E0,9.202916145E0
4.710536623E1,-1.005521491E-1,-5.073094845E0,1.216441631E1
4.710775634E1,1.062979817E0,-9.935510159E-1,1.521210289E1
4.711014628E1,1.762056589E0,2.963894367E0,1.495832920E1
4.711253665E1,2.248058796E0,8.633119583E0,1.321303082E1
4.711492680E1,2.925588846E0,1.549221325E1,1.270548153E1
4.711731706E1,3.586359978E0,2.098666954E1,1.128578091E1
4.711970691E1,4.261496067E0,2.424982643E1,5.580644131E0
4.712209660E1,4.735527515E0,2.797983170E1,-1.771633178E-1
4.712448696E1,5.154494286E0,3.008424377E1,-4.843262196E0
4.712687644E1,5.377145767E0,2.946178055E1,-9.672159195E0
4.712926519E1,5.216741085E0,2.810432625E1,-1.273181725E1
4.713165457E1,4.848050117E0,2.613398170E1,-1.457048512E1
4.713404415E1,4.069967747E0,2.331852150E1,-1.393365479E1
4.713643420E1,3.109934330E0,1.780251884E1,-1.348116970E1
4.713882399E1,1.785997629E0,1.162095547E1,-1.513070393E1
4.714121342E1,4.309377819E-2,7.986713409E0,-1.288025093E1
4.714360373E1,-1.376606703E0,5.286170006E0,-6.138469219E0
4.714599358E1,-2.614355803E0,1.649533987E0,-7.469587922E-1
4.714838279E1,-3.897592783E0,-2.202570677E0,-3.854499161E-1
4.715077233E1,-4.757073879E0,-3.801828861E0,8.044171929E-1
4.715316170E1,-4.718768597E0,-5.149706364E0,4.115455627E0
4.715555170E1,-4.646945477E0,-5.829630375E0,5.841600895E0
4.715794154E1,-4.383594990E0,-4.615822315E0,7.706604004E0
4.716033092E1,-3.205698252E0,-3.545660257E0,8.022624969E0
4.716272118E1,-2.027801514E0,-1.211413980E0,6.011581898E0
4.716511128E1,-6.990768313E-1,1.541799664E0,3.598330498E0
4.716750118E1,8.642696142E-1,4.656521797E0,2.236088276E0
4.716989102E1,2.286364317E0,8.041777611E0,-2.992623448E-1
4.717228082E1,3.435531855E0,1.143900394E1,-4.211219311E0
4.717467102E1,4.297407627E0,1.539884281E1,-5.647678852E0
4.717706082E1,5.041972160E0,1.813529778E1,-5.539944649E0
4.717945009E1,5.243076324E0,2.008648872E1,-6.294085503E0
4.718183993E1,5.068306923E0,2.205204391E1,-6.607712269E0
4.718422972E1,4.685251236E0,2.338795090E1,-4.766650677E0
4.718661925E1,3.974204063E0,2.210950279E1,-3.564812899E0
4.718900863E1,3.102751970E0,1.908096886E1,-4.302195549E0
4.719139764E1,1.874579430E0,1.886549759E1,-1.024674296E0
4.719378722E1,7.493529320E-1,1.764450836E1,4.436264992E0
4.719617665E1,-1.125226393E-1,1.290419197E1,4.639763355E0
4.719856592E1,-1.192261100E0,1.094103146E1,5.168859005E0
4.720095602E1,-1.872185230E0,8.353010178E0,5.307716846E0
4.720334582E1,-2.360581160E0,5.111401081E0,4.278254509E0
4.720573530E1,-2.686178684E0,4.668492317E0,7.421706200E0
4.720812504E1,-2.535350561E0,2.588020802E0,7.565351963E0
4.721051472E1,-2.499439001E0,1.800362229E0,5.681196690E0
4.721290472E1,-1.979919672E0,1.984707832E0,6.183957100E0
4.721529420E1,-1.230566740E0,5.195194483E-1,4.979725361E0
4.721768311E1,-6.799240708E-1,2.705331445E-1,2.769972324E0
4.722007280E1,8.379345387E-2,7.589293122E-1,1.010309696E0
4.722246264E1,6.320420504E-1,1.639957666E0,4.907902479E-1
4.722485175E1,1.254507780E0,1.309571981E0,-1.726145267E0
4.722724155E1,1.606440306E0,1.774027109E0,-6.160016060E0
4.722963123E1,1.548981905E0,4.469782352E0,-7.471982002E0
4.723202134E1,1.967949152E0,4.838473320E0,-8.707337379E0
4.723441128E1,2.082865953E0,5.501638889E0,-1.179572487E1
4.723680097E1,1.683051348E0,8.484685898E0,-1.320584869E1
4.723919128E1,1.769238949E0,9.808623314E0,-1.302389717E1
4.724158108E1,1.769238949E0,1.037362957E1,-1.368466759E1
4.724397082E1,1.151561499E0,1.362242222E1,-1.249480057E1
4.724636076E1,1.094103098E0,1.593512058E1,-8.920412064E0
4.724875024E1,1.189867139E0,1.544672489E1,-7.744909286E0
4.725114040E1,6.703476310E-1,1.553530693E1,-8.752824783E0
4.725353050E1,4.620610774E-1,1.698612976E1,-6.478431225E0
4.725592024E1,5.386722088E-1,1.754156113E1,-5.147312284E-1
4.725831071E1,3.806616962E-1,1.580105209E1,1.594469786E0
4.726070035E1,2.106806934E-1,1.529110909E1,3.112328291E0
4.726308946E1,3.064446151E-1,1.455372620E1,6.332390785E0
4.726547925E1,3.160210252E-1,1.270308781E1,9.008994102E0
4.726786899E1,3.686912060E-1,1.151800919E1,1.187233639E1
4.727025967E1,4.261495769E-1,1.078062725E1,1.321781921E1
4.727264988E1,3.902381063E-1,1.057712841E1,1.426164627E1
4.727503920E1,6.799240708E-1,9.277132988E0,1.490326500E1
4.727742931E1,7.589293122E-1,8.106418610E0,1.290658569E1
4.727981899E1,7.230178118E-1,8.350616455E0,9.104758263E0
4.728220795E1,8.618755341E-1,8.903653145E0,6.239021301E0
4.728459743E1,9.839745760E-1,8.896471024E0,3.571995258E0
4.728698738E1,1.101285338E0,9.399231911E0,-1.053403497E0
4.728937769E1,1.062979817E0,1.093384933E1,-6.344361305E0
4.729176759E1,1.041432977E0,1.163053226E1,-9.787075996E0
4.729415686E1,1.134802699E0,1.170953655E1,-1.153476810E1
4.729654675E1,1.046221137E0,1.185557747E1,-1.390732002E1
4.729893654E1,6.727417707E-1,1.140309238E1,-1.741706848E1
4.730132608E1,1.819514930E-1,1.149885559E1,-1.596385002E1
4.730371597E1,6.224656478E-2,1.050769901E1,-1.168559647E1
4.730610592E1,-2.394098788E-1,9.219674110E0,-1.027307796E1
4.730849628E1,-8.379345536E-1,8.257246971E0,-8.685790062E0
4.731088675E1,-9.001811147E-1,5.530367851E0,-5.915818214E0
4.731327634E1,-8.068112731E-1,4.134608269E0,-9.217280149E-1
4.731566618E1,-7.349883318E-1,3.720429420E0,3.844922543E0
4.731805550E1,-5.674013495E-1,3.109934330E0,7.400158882E0
4.732044441E1,-1.508282125E-1,2.549715281E0,1.065613365E1
4.732283415E1,3.423561156E-1,2.391704798E0,1.255465412E1
4.732522389E1,7.062591314E-1,3.509748697E0,1.383310318E1
4.732761363E1,1.220990419E0,5.044365883E0,1.409645271E1
4.733000290E1,1.783603668E0,7.359459400E0,1.366312218E1
4.733239191E1,2.224117756E0,9.377684593E0,1.073992729E1
4.733478191E1,2.456345320E0,1.195134068E1,6.265356541E0
4.733717149E1,2.753213406E0,1.522646809E1,3.406802416E0
4.733956055E1,2.990229368E0,1.680896759E1,-1.472370744E0
4.734195024E1,2.726878405E0,1.913603210E1,-6.430549145E0
4.734434003E1,2.509015560E0,2.139127159E1,-8.712124825E0
4.734673029E1,2.286364317E0,2.136733246E1,-1.216920376E1
4.734911982E1,1.589681625E0,2.155886078E1,-1.430713367E1
4.735150920E1,9.863687158E-1,2.091484642E1,-1.403181267E1
4.735389977E1,4.644551575E-1,1.911448479E1,-1.344525909E1
4.735628993E1,-3.591148257E-1,1.845610809E1,-9.720041275E0
4.735867967E1,-8.187817335E-1,1.639239311E1,-5.166464806E0
4.736106998E1,-1.187473059E0,1.328964233E1,-2.760395765E0
4.736346055E1,-1.671080828E0,1.147491455E1,9.001811147E-1
4.736585123E1,-1.484341264E0,7.953196049E0,3.033323050E0
4.736824123E1,-1.393365502E0,4.819321156E0,2.817854166E0
4.737063066E1,-1.431671023E0,3.732399940E0,4.395565510E0
4.737302092E1,-9.767923355E-1,1.431671023E0,5.470515728E0
4.737541071E1,-8.115994930E-1,3.591148257E-1,4.450629711E0
4.737780009E1,-6.511948705E-1,5.219135284E-1,3.126693010E0
4.738018988E1,-2.753213346E-1,-2.441980839E-1,1.197049379E0
4.738257967E1,-2.394098788E-1,8.355404139E-1,-4.788197577E-2
4.738496920E1,-6.703476608E-2,3.021352530E0,-1.651928127E-1
4.738735894E1,1.484341323E-1,4.984513283E0,-5.769777894E-1
4.738974821E1,3.423561156E-1,6.363514423E0,-2.504227161E0
4.739213790E1,7.038650513E-1,6.576589584E0,-6.756146431E0
4.739452759E1,8.690578938E-1,8.218940735E0,-8.637907982E0
4.739691722E1,1.185078859E0,9.755951881E0,-7.115261555E0
4.739930701E1,1.565740585E0,1.016294861E1,-5.712319374E0
4.740169660E1,1.666292787E0,1.103679466E1,-5.314898968E0
4.740408649E1,1.783603668E0,1.075189686E1,-6.358726501E0
4.740647581E1,1.718962908E0,1.073035145E1,-5.073094845E0
4.740886425E1,1.680657387E0,1.136478710E1,-1.024674296E0
4.741125358E1,1.606440306E0,1.175023746E1,1.276054621E0
4.741364326E1,1.130014658E0,1.438374519E1,4.335712910E0
4.741603274E1,1.074950337E0,1.608355522E1,8.369769096E0
4.741842232E1,1.218596220E0,1.545869637E1,7.955589771E0
4.742081191E1,9.408808351E-1,1.661983490E1,5.360386848E0
4.742320170E1,9.815804958E-1,1.676347923E1,3.210486412E0
4.742559128E1,1.072556257E0,1.679939079E1,3.157816172E0
4.742798082E1,1.039038897E0,1.795334625E1,4.084332466E0
4.743037123E1,1.177896619E0,1.636127090E1,5.003666282E-1
4.743276092E1,1.010309696E0,1.442205143E1,-3.902380943E0
4.743515014E1,9.624276757E-1,1.162813759E1,-6.593348026E0
4.743754040E1,8.451168537E-1,8.080083847E0,-9.545271873E0
4.743993066E1,3.112328351E-1,7.412129402E0,-8.104024887E0
4.744232087E1,2.322275788E-1,4.713980675E0,-6.387455463E0
4.744471071E1,-8.139935881E-2,1.371818662E0,-7.325942039E0
4.744710003E1,-5.769777894E-1,8.475109339E-1,-5.527974129E0
4.744949003E1,-4.548787475E-1,-5.985246897E-1,-2.386916399E0
4.745187998E1,-5.075489283E-1,-1.862608910E0,-1.795574129E-1
4.745426941E1,-6.081010699E-1,-9.480631351E-1,2.006254673E0
4.745665899E1,-2.274393737E-1,1.247325540E0,6.164804459E0
4.745904842E1,3.064446151E-1,2.319881678E0,8.417651176E0
4.746143795E1,7.325941920E-1,2.942347288E0,5.544732571E0
4.746382826E1,1.125226378E0,6.203110218E0,3.571995258E0
4.746621774E1,1.675869107E0,9.770317078E0,3.902380943E0
4.746860805E1,2.106806993E0,1.219793320E1,2.767578363E0
4.747099774E1,2.216935396E0,1.548981857E1,-2.537744641E-1
4.747338712E1,2.195388556E0,1.904505539E1,-3.255974293E0
4.747577701E1,2.063713074E0,2.079514122E1,-5.791325092E0
4.747816675E1,1.582499266E0,2.195627975E1,-7.905313969E0
4.748055675E1,9.935510159E-1,2.366566658E1,-7.610839844E0
4.748294639E1,4.381200671E-1,2.385001183E1,-6.736993790E0
4.748533592E1,-2.226511836E-1,2.210471344E1,-7.098503113E0
4.748772613E1,-6.703476310E-1,1.864045143E1,-8.436803818E0
4.749011602E1,-1.084526777E0,1.536771965E1,-8.070507050E0
4.749250561E1,-1.259295940E0,1.192261219E1,-4.670886517E0
4.749489519E1,-9.672158957E-1,5.975670338E0,-3.732399940E0
4.749728472E1,-9.672158957E-1,1.632775426E0,-3.576783419E0
4.749967462E1,-8.020230532E-1,-1.139590979E0,-7.661116123E-1
4.750206404E1,-3.351738155E-1,-4.132214546E0,3.066840410E0
4.750445363E1,-1.460400373E-1,-5.243076324E0,7.254118919E0
4.750684415E1,1.005521491E-1,-4.790591717E0,1.036165905E1
4.750923410E1,3.567207158E-1,-2.396492720E0,1.379479694E1
4.751162337E1,5.961305499E-1,7.589293122E-1,1.643070030E1
4.751401300E1,8.331463933E-1,3.500172138E0,1.467582512E1
4.751640253E1,9.720040560E-1,7.196660995E0,1.017492008E1
4.751879233E1,1.209019899E0,1.129296398E1,4.946208000E0
4.752118154E1,1.460400224E0,1.534138489E1,-3.112328239E-2
4.752357029E1,1.611228466E0,1.988777733E1,-4.275860310E0
4.752595977E1,1.750086069E0,2.405829811E1,-8.640301704E0
4.752834884E1,1.876973391E0,2.618186378E1,-1.360087490E1
4.753073769E1,1.817121029E0,2.690966988E1,-1.828373146E1
4.753312738E1,1.623198986E0,2.796307373E1,-1.861890602E1
4.753551680E1,1.637563467E0,2.708683395E1,-1.677544975E1
4.753790644E1,1.285630941E0,2.452514839E1,-1.592793941E1
4.754029535E1,5.817660093E-1,2.222681236E1,-1.192739964E1
4.754268384E1,3.303856254E-1,1.856623650E1,-5.508821011E0
4.754507295E1,5.267017335E-2,1.343807602E1,-1.304783821E0
4.754746248E1,-6.081010699E-1,9.339379311E0,2.092442274E0
4.754985154E1,-9.097574949E-1,5.736260414E0,7.036255836E0
4.755224123E1,-8.451168537E-1,1.256901860E0,1.131690502E1
4.755463092E1,-1.043827057E0,-2.829824686E0,1.180290699E1
4.755702081E1,-1.216202140E0,-4.752285957E0,1.103200722E1
4.755941061E1,-9.983391762E-1,-5.587826729E0,1.143900394E1
4.756180008E1,-8.092053533E-1,-7.333124638E0,9.226857185E0
4.756418982E1,-8.163877130E-1,-8.525385857E0,2.559291601E0
4.756657904E1,-8.379345536E-1,-5.798507214E0,-1.462794423E0
4.756896837E1,-6.081010699E-1,-2.123565435E0,-7.924466729E-1
4.757135811E1,-3.758735061E-1,-5.937365294E-1,-4.022086143E0
4.757374758E1,-3.567207158E-1,3.734793901E0,-8.616360664E0
4.757613727E1,5.985246971E-2,9.250798225E0,-9.887627602E0
4.757852639E1,7.445647120E-1,1.181248283E1,-1.054121685E1
4.758091550E1,1.232960820E0,1.311247921E1,-1.258817101E1
4.758330576E1,1.584893346E0,1.580583954E1,-1.300713825E1
4.758569618E1,2.207359076E0,1.833161354E1,-8.331463814E0
4.758808550E1,2.983047009E0,1.716808128E1,-4.984513283E0
4.759047488E1,3.083599329E0,1.624874878E1,-3.449896336E0
4.759286420E1,3.184151173E0,1.545390701E1,-3.543266356E-1
4.759525368E1,3.368496895E0,1.305741501E1,2.892071247E0
4.759764279E1,2.918406248E0,1.220990372E1,6.574194908E0
4.760003170E1,2.377340078E0,1.238706684E1,1.016294861E1
4.760242128E1,1.805150509E0,1.249719524E1,1.324415398E1
4.760481029E1,1.130014658E0,1.148449230E1,1.193937016E1
4.760719889E1,3.016564250E-1,1.183642387E1,7.697027683E0
4.760958811E1,-3.854499161E-1,1.335428333E1,4.984513283E0
4.761197769E1,-8.115994930E-1,1.226257420E1,1.723751128E-1
4.761436769E1,-1.319148421E0,1.218356895E1,-5.226317406E0
4.761675712E1,-1.666292787E0,1.462554932E1,-6.772905350E0
4.761914608E1,-1.673475027E0,1.474285984E1,-7.598869324E0
4.762153602E1,-1.551375985E0,1.263126469E1,-1.045742321E1
4.762392582E1,-1.395759583E0,1.167123127E1,-1.218835735E1
4.762631519E1,-1.003127337E0,1.044305897E1,-1.068725681E1
4.762870488E1,-4.309377670E-1,7.275666237E0,-8.302734375E0
4.763109425E1,3.591148183E-2,4.543999672E0,-6.387455463E0
4.763348399E1,4.476964772E-1,3.265550852E0,-2.851371527E0
4.763587342E1,1.072556257E0,1.211413980E0,9.887627959E-1
4.763826222E1,1.537011385E0,-7.158355117E-1,3.380467415E0
4.764065175E1,1.704598308E0,-6.272538900E-1,5.889482975E0
4.764304102E1,1.908096790E0,7.254119515E-1,8.958718300E0
4.764542982E1,2.046954393E0,2.398886919E0,1.064655685E1
4.764781899E1,1.934431791E0,3.919139862E0,9.013781548E0
4.765020821E1,1.683051348E0,6.200716019E0,5.705137730E0
4.765259800E1,1.486735344E0,1.002409077E1,3.873651743E0
4.765498732E1,1.307177901E0,1.269590569E1,6.200715899E-1
4.765737608E1,8.834224343E-1,1.488650608E1,-4.611033916E0
4.765976576E1,6.104952097E-1,1.757028961E1,-8.154300690E0
4.766215509E1,3.998144865E-1,1.865003014E1,-1.136957455E1
4.766454587E1,-1.532223076E-1,1.959569740E1,-1.224820900E1
4.766693509E1,-2.681390643E-1,1.974173737E1,-1.080456829E1
4.766932415E1,-3.399620354E-1,1.899238586E1,-9.332197189E0
4.767171363E1,-5.865541697E-1,1.752480125E1,-6.227050781E0
4.767410300E1,-2.537744641E-1,1.394801903E1,-3.129086971E0
4.767649196E1,-3.591148183E-2,1.090033245E1,5.219135284E-1
4.767888144E1,9.815804660E-2,7.948408127E0,4.381200314E0
4.768127076E1,5.506426692E-1,4.912690639E0,8.606784821E0
4.768365982E1,8.570873737E-1,2.461133480E0,1.119719982E1
4.768604899E1,8.163877130E-1,1.364636302E0,1.164968491E1
4.768843831E1,9.432749152E-1,1.402941823E0,1.284673405E1
4.769082826E1,9.552453756E-1,1.321542501E0,1.039278316E1
4.769321779E1,5.290958285E-1,2.695755243E0,5.314898968E0
4.769560675E1,2.322275788E-1,4.989302158E0,7.397764921E-1
4.769799649E1,-1.364636272E-1,8.333857536E0,-3.006988049E0
4.770038597E1,-3.758735061E-1,1.110383034E1,-8.616360664E0
4.770277519E1,-6.176775098E-1,1.405575371E1,-1.486735344E1
4.770516295E1,-8.618755341E-1,1.713935280E1,-1.831485558E1
4.770755227E1,-7.517470121E-1,1.782406616E1,-2.098188210E1
4.770994206E1,-7.517470121E-1,1.792940521E1,-2.180545235E1
4.771233165E1,-6.966827512E-1,1.825260735E1,-1.936107635E1
4.771472092E1,-4.907902479E-1,1.853271866E1,-1.303586769E1
4.771711092E1,-1.316754371E-1,1.731651688E1,-4.761862278E0
4.771950024E1,4.117850065E-1,1.349553490E1,2.011042982E-1
4.772188931E1,6.871063113E-1,9.528512955E0,3.330191135E0
4.772427925E1,1.077344418E0,5.523186207E0,6.459278584E0
4.772666946E1,1.426882863E0,3.684518099E0,1.197767639E1
4.772905967E1,1.625592947E0,2.619143963E0,1.757028961E1
4.773144894E1,1.697415948E0,6.942886114E-1,1.698852348E1
4.773383790E1,1.436459303E0,1.683051348E0,1.594948578E1
4.773622779E1,1.331118822E0,1.941614151E0,1.341174126E1
4.773861733E1,8.929988146E-1,3.260762453E0,9.150244713E0
4.774100639E1,3.926321864E-1,6.801634312E0,5.970882416E0
4.774339675E1,5.027607456E-2,9.741587639E0,1.489129424E0
4.774578660E1,-2.657449543E-1,1.216202164E1,-4.151367188E0
4.774817686E1,-3.160210252E-1,1.367509174E1,-1.112298298E1
4.775056665E1,-6.344361901E-1,1.632057190E1,-1.520013332E1
4.775295613E1,-6.703476310E-1,1.769478416E1,-1.601652145E1
4.775534608E1,-2.920800745E-1,1.692148972E1,-1.671799278E1
4.775773571E1,-1.604046077E-1,1.629663086E1,-1.579626369E1
4.776012503E1,4.548787326E-2,1.495593452E1,-1.279166985E1
4.776251441E1,5.554309487E-1,1.378761482E1,-5.707531452E0
4.776490352E1,1.273660541E0,1.091469574E1,1.053403497E0
4.776729342E1,1.671080828E0,6.183957100E0,2.401281118E0
4.776968290E1,2.142718554E0,3.090781450E0,4.915084362E0
4.777207191E1,2.863342047E0,9.313044548E-1,9.018569946E0
4.777446191E1,2.894465446E0,-6.703476608E-2,1.245170784E1
4.777685149E1,2.803489685E0,-1.244931296E-1,1.474525356E1
4.777924066E1,2.841795206E0,4.836079478E-1,1.381394958E1
4.778163050E1,2.382128239E0,3.112328291E0,1.152758503E1
4.778401936E1,1.740509748E0,5.822447777E0,9.176580429E0
4.778640998E1,1.388577223E0,8.262035370E0,6.246203423E0
4.778880003E1,1.010309696E0,1.283236885E1,2.626326323E0
4.779118956E1,5.075489283E-1,1.723032761E1,-2.303122997E0
4.779357972E1,4.213613868E-1,1.900196266E1,-6.674747467E0
4.779596925E1,5.626131892E-1,2.029477692E1,-9.796651840E0
4.779835821E1,4.907902479E-1,2.165462494E1,-1.302868462E1
4.780074811E1,5.769777894E-1,2.130029678E1,-1.501339340E1
4.780313858E1,9.025752544E-1,1.950472260E1,-1.399350739E1
4.780552899E1,1.173108339E0,1.660307503E1,-1.265041828E1
4.780791873E1,1.120438218E0,1.422334099E1,-1.069922733E1
4.781030811E1,1.115650058E0,1.133605766E1,-6.296479702E0
4.781269811E1,1.189867139E0,6.686717987E0,-2.908829927E0
4.781508790E1,7.421706319E-1,4.180096626E0,5.075489283E-1
4.781747712E1,4.213613868E-1,2.913618326E0,4.577517033E0
4.781986696E1,1.268872321E-1,1.522646785E0,8.386528015E0
4.782225722E1,-3.327797055E-1,3.926321864E-1,1.056994629E1
4.782464899E1,-5.985246897E-1,6.703476608E-2,9.617094994E0
4.782703873E1,-8.427227736E-1,2.719696283E0,9.511754036E0
4.782942800E1,-7.230178118E-1,4.326136589E0,8.647484779E0
4.783181821E1,-4.046026766E-1,4.637369633E0,4.670886517E0
4.783420816E1,-6.942886859E-2,7.797579288E0,5.338839889E-1
