"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.146402374E1,6.368302703E-1,9.899598122E0,-6.727417707E-1
1.146641291E1,4.692433476E-1,1.007915592E1,-7.349883318E-1
1.146880182E1,3.208092153E-1,1.022998428E1,-8.738460541E-1
1.147119088E1,2.082865983E-1,1.025392532E1,-9.983391762E-1
1.147358083E1,1.723751128E-1,1.014379597E1,-9.743981957E-1
1.147596984E1,2.154688835E-1,1.005282116E1,-9.384866953E-1
1.147835828E1,3.064446151E-1,1.005282116E1,-9.265161753E-1
1.148074729E1,4.596669674E-1,9.985786438E0,-8.259640336E-1
1.148313630E1,6.009188294E-1,9.878050804E0,-6.703476310E-1
1.148552578E1,6.727417707E-1,9.815805435E0,-5.865541697E-1
1.148791484E1,7.254119515E-1,9.770317078E0,-5.458545089E-1
1.149030354E1,7.637174726E-1,9.708069801E0,-4.668492377E-1
1.149269312E1,7.876585126E-1,9.638642311E0,-4.381200671E-1
1.149508208E1,7.804762125E-1,9.643429756E0,-4.524846673E-1
1.149747083E1,7.469587922E-1,9.657793999E0,-4.237554669E-1
1.149986010E1,7.038650513E-1,9.636246681E0,-3.998144865E-1
1.150224958E1,6.416184306E-1,9.672159195E0,-3.950262666E-1
1.150463921E1,5.578250289E-1,9.753558159E0,-3.639029860E-1
1.150702828E1,4.596669674E-1,9.827775002E0,-3.112328351E-1
1.150941692E1,3.543266356E-1,9.887627602E0,-2.825036645E-1
1.151180640E1,2.394098788E-1,9.954663277E0,-3.136269450E-1
1.151419526E1,1.388577372E-1,1.002409077E1,-3.830558062E-1
1.151658374E1,8.379345387E-2,1.006239700E1,-3.974204063E-1
1.151897291E1,6.703476608E-2,1.007197285E1,-3.806616962E-1
1.152136177E1,5.985246971E-2,1.007197285E1,-3.854499161E-1
1.152375104E1,7.421706617E-2,1.007676220E1,-3.615089059E-1
1.152614046E1,1.077344418E-1,1.005282116E1,-3.495384157E-1
1.152852953E1,1.268872321E-1,1.000254536E1,-3.926321864E-1
1.153091916E1,1.556164175E-1,9.964239120E0,-4.644551575E-1
1.153330843E1,1.675869077E-1,9.930722237E0,-4.644551575E-1
1.153569713E1,1.460400373E-1,9.887627602E0,-4.476964772E-1
1.153808614E1,1.268872321E-1,9.854109764E0,-4.883961678E-1
1.154047536E1,1.005521491E-1,9.873263359E0,-5.195194483E-1
1.154286468E1,6.703476608E-2,9.870868683E0,-5.865541697E-1
1.154525369E1,4.548787326E-2,9.868474960E0,-6.416184306E-1
1.154764265E1,4.069967940E-2,9.887627602E0,-6.823181510E-1
1.155003234E1,3.112328239E-2,9.892416000E0,-7.158355117E-1
1.155242166E1,4.309377819E-2,9.906781197E0,-7.110472918E-1
1.155481036E1,8.618755639E-2,9.913963318E0,-6.751358509E-1
1.155719953E1,1.244931296E-1,9.899598122E0,-6.344361901E-1
1.155958895E1,1.723751128E-1,9.887627602E0,-6.272538900E-1
1.156197848E1,2.465921789E-1,9.882840157E0,-6.057069898E-1
1.156436786E1,3.255974352E-1,9.863686562E0,-5.674013495E-1
1.156675692E1,3.998144865E-1,9.854109764E0,-5.578250289E-1
1.156914656E1,4.812138379E-1,9.844533920E0,-5.434604287E-1
1.157153552E1,5.578250289E-1,9.822986603E0,-5.314899087E-1
1.157392442E1,6.272538900E-1,9.811017036E0,-5.171253681E-1
1.157631426E1,6.751358509E-1,9.815805435E0,-5.147312284E-1
1.157870390E1,7.038650513E-1,9.844533920E0,-5.482486486E-1
1.158109364E1,7.182296515E-1,9.868474960E0,-5.865541697E-1
1.158348354E1,7.038650513E-1,9.892416000E0,-6.296479702E-1
1.158587250E1,6.703476310E-1,9.935509682E0,-6.871063113E-1
1.158826244E1,6.392243505E-1,9.997756004E0,-7.373824120E-1
1.159065182E1,6.081010699E-1,1.003606224E1,-7.804762125E-1
1.159304046E1,5.674013495E-1,1.004324436E1,-8.307522535E-1
1.159542953E1,5.338839889E-1,1.005042744E1,-8.762401342E-1
1.159781875E1,5.003666282E-1,1.004563808E1,-8.882106543E-1
1.160020828E1,4.596669674E-1,1.001212120E1,-8.929988146E-1
1.160259760E1,4.405141473E-1,9.995362282E0,-8.810282946E-1
1.160498661E1,4.285436869E-1,9.985786438E0,-8.403286934E-1
1.160737645E1,4.022085965E-1,9.957056999E0,-8.068112731E-1
1.160976609E1,3.974204063E-1,9.906781197E0,-7.685056925E-1
1.161215531E1,3.902381063E-1,9.866081238E0,-7.062591314E-1
1.161454500E1,3.615089059E-1,9.839746475E0,-6.511948705E-1
1.161693474E1,3.495384157E-1,9.808623314E0,-6.057069898E-1
1.161932468E1,3.399620354E-1,9.791864395E0,-5.721896291E-1
1.162171401E1,3.016564250E-1,9.796651840E0,-5.506426692E-1
1.162410208E1,2.585626841E-1,9.808623314E0,-5.314899087E-1
1.162649156E1,2.418039739E-1,9.820592880E0,-5.195194483E-1
1.162888046E1,2.154688835E-1,9.837351799E0,-5.290958285E-1
1.163126906E1,1.891337931E-1,9.866081238E0,-5.410662889E-1
1.163365807E1,1.604046077E-1,9.904387474E0,-5.434604287E-1
1.163604713E1,1.364636272E-1,9.930722237E0,-5.434604287E-1
1.163843656E1,1.292813420E-1,9.949873924E0,-5.697954893E-1
1.164082557E1,1.268872321E-1,9.969026566E0,-6.152833700E-1
1.164321416E1,1.460400373E-1,9.966632843E0,-6.464067101E-1
1.164560374E1,1.843456030E-1,9.959450722E0,-6.535889506E-1
1.164799296E1,2.178629786E-1,9.966632843E0,-6.152833700E-1
1.165038171E1,2.657449543E-1,9.959450722E0,-5.697954893E-1
1.165277104E1,3.160210252E-1,9.940298080E0,-5.219135284E-1
1.165516036E1,3.495384157E-1,9.916357040E0,-4.716374576E-1
1.165754994E1,3.734793961E-1,9.892416000E0,-4.405141473E-1
1.165993900E1,3.782675862E-1,9.894809723E0,-4.093908668E-1
1.166232760E1,3.591148257E-1,9.892416000E0,-3.878439963E-1
1.166471859E1,3.351738155E-1,9.885233879E0,-4.141790867E-1
1.166710786E1,3.112328351E-1,9.916357040E0,-4.740315676E-1
1.166949687E1,2.896859348E-1,9.947480202E0,-5.075489283E-1
1.167188614E1,2.801095545E-1,9.947480202E0,-5.099430084E-1
1.167427546E1,2.537744641E-1,9.959450722E0,-5.051548481E-1
1.167666526E1,2.274393737E-1,9.969026566E0,-4.860020280E-1
1.167905442E1,2.274393737E-1,9.966632843E0,-5.051548481E-1
1.168144317E1,2.370157838E-1,9.947480202E0,-5.314899087E-1
1.168383265E1,2.657449543E-1,9.911568642E0,-5.410662889E-1
1.168622192E1,3.016564250E-1,9.868474960E0,-5.769777894E-1
1.168861083E1,3.327797055E-1,9.825381279E0,-6.081010699E-1
1.169099994E1,3.830558062E-1,9.801440239E0,-6.104952097E-1
1.169338890E1,4.237554669E-1,9.784682274E0,-6.057069898E-1
1.169577833E1,4.429082870E-1,9.772710800E0,-6.081010699E-1
1.169816760E1,4.476964772E-1,9.765528679E0,-5.769777894E-1
1.170055635E1,4.357259572E-1,9.770317078E0,-5.626131892E-1
1.170294578E1,4.141790867E-1,9.748769760E0,-5.865541697E-1
1.170533348E1,3.758735061E-1,9.736800194E0,-6.320420504E-1
1.170772229E1,3.351738155E-1,9.751164436E0,-6.871063113E-1
1.171011145E1,3.112328351E-1,9.755951881E0,-7.278059721E-1
1.171250057E1,2.872918546E-1,9.763134956E0,-7.637174726E-1
1.171489031E1,2.585626841E-1,9.787075996E0,-7.828702927E-1
1.171727932E1,2.465921789E-1,9.803833961E0,-7.924466729E-1
1.171966760E1,2.561685741E-1,9.825381279E0,-7.685056925E-1
1.172205718E1,2.657449543E-1,9.856505394E0,-7.541411519E-1
1.172444640E1,2.537744641E-1,9.858899117E0,-7.661116123E-1
1.172683479E1,2.370157838E-1,9.866081238E0,-7.924466729E-1
1.172922322E1,2.537744641E-1,9.885233879E0,-8.355404139E-1
1.173161213E1,2.777154744E-1,9.887627602E0,-8.546932340E-1
1.173400156E1,2.920800745E-1,9.873263359E0,-8.690578938E-1
1.173639036E1,2.992623448E-1,9.885233879E0,-9.025752544E-1
1.173877916E1,2.968682647E-1,9.901991844E0,-9.241221547E-1
1.174116895E1,2.872918546E-1,9.892416000E0,-9.265161753E-1
1.174355812E1,2.801095545E-1,9.894809723E0,-9.169397950E-1
1.174594692E1,2.633508742E-1,9.894809723E0,-8.977869749E-1
1.174833624E1,2.465921789E-1,9.887627602E0,-9.193339348E-1
1.175072578E1,2.298334837E-1,9.885233879E0,-9.696099758E-1
1.175311546E1,2.034983933E-1,9.885233879E0,-1.036644697E0
1.175550458E1,1.795574129E-1,9.875657082E0,-1.067767978E0
1.175789322E1,1.580105126E-1,9.863686562E0,-1.065374017E0
1.176028281E1,1.436459273E-1,9.842140198E0,-1.110861897E0
1.176267192E1,1.316754371E-1,9.820592880E0,-1.187473059E0
1.176506052E1,1.364636272E-1,9.791864395E0,-1.252113581E0
1.176744953E1,1.460400373E-1,9.751164436E0,-1.295207381E0
1.176983864E1,1.532223076E-1,9.734406471E0,-1.271266341E0
1.177222817E1,1.819514930E-1,9.700887680E0,-1.252113581E0
1.177461723E1,2.298334837E-1,9.653005600E0,-1.283236861E0
1.177700583E1,2.681390643E-1,9.614701271E0,-1.321542501E0
1.177939526E1,2.944741547E-1,9.581183434E0,-1.338301301E0
1.178178416E1,3.303856254E-1,9.564423561E0,-1.314360261E0
1.178417317E1,3.615089059E-1,9.562029839E0,-1.326330781E0
1.178656291E1,3.902381063E-1,9.559636116E0,-1.355059862E0
1.178895270E1,4.285436869E-1,9.557242393E0,-1.362242103E0
1.179134218E1,4.692433476E-1,9.574001312E0,-1.347877622E0
1.179373130E1,4.979725182E-1,9.595547676E0,-1.340695262E0
1.179612015E1,5.386722088E-1,9.629064560E0,-1.362242103E0
1.179850984E1,5.985246897E-1,9.669765472E0,-1.414912343E0
1.180089942E1,6.631653905E-1,9.693705559E0,-1.474764824E0
1.180328833E1,7.158355117E-1,9.712859154E0,-1.544193745E0
1.180567718E1,7.732938528E-1,9.729617119E0,-1.611228466E0
1.180806619E1,8.331463933E-1,9.734406471E0,-1.659110427E0
1.181045557E1,8.642696142E-1,9.743982315E0,-1.695021868E0
1.181284442E1,8.953929543E-1,9.746376038E0,-1.721356988E0
1.181523317E1,9.265161753E-1,9.760741234E0,-1.783603668E0
1.181762296E1,9.193339348E-1,9.796651840E0,-1.831485510E0
1.182001213E1,8.906047344E-1,9.791864395E0,-1.838667870E0
1.182240104E1,8.642696142E-1,9.784682274E0,-1.848244309E0
1.182479052E1,8.403286934E-1,9.787075996E0,-1.884155750E0
1.182718026E1,8.235700130E-1,9.775105476E0,-1.917673111E0
1.182957000E1,8.068112731E-1,9.760741234E0,-1.924855351E0
1.183195906E1,7.924466729E-1,9.751164436E0,-1.915279031E0
1.183434786E1,7.972348928E-1,9.743982315E0,-1.862608910E0
1.183673739E1,8.068112731E-1,9.712859154E0,-1.769238949E0
1.183912682E1,8.307522535E-1,9.662583351E0,-1.742903829E0
1.184151578E1,8.690578938E-1,9.648218155E0,-1.769238949E0
1.184390479E1,9.025752544E-1,9.676946640E0,-1.718962908E0
1.184629385E1,9.384866953E-1,9.703282356E0,-1.601652026E0
1.184868317E1,9.791863561E-1,9.760741234E0,-1.481947184E0
1.185107182E1,9.791863561E-1,9.894809723E0,-1.395759583E0
1.185346020E1,9.887627959E-1,9.995362282E0,-1.292813420E0
1.185584968E1,1.027068377E0,9.961845398E0,-1.189867139E0
1.185823869E1,1.027068377E0,9.937904358E0,-1.285630941E0
1.186062708E1,9.887627959E-1,9.973814964E0,-1.465188384E0
1.186301604E1,9.624276757E-1,9.925932884E0,-1.446035624E0
1.186540447E1,9.217280149E-1,9.803833961E0,-1.278448701E0
1.186779343E1,8.427227736E-1,9.717646599E0,-1.189867139E0
1.187018187E1,7.780820727E-1,9.631459236E0,-1.151561499E0
1.187257026E1,7.278059721E-1,9.497389793E0,-1.096497297E0
1.187495974E1,6.679535508E-1,9.427961349E0,-1.027068377E0
1.187734869E1,6.081010699E-1,9.411202431E0,-8.953929543E-1
1.187973718E1,5.889483094E-1,9.341773033E0,-7.732938528E-1
1.188212588E1,5.937365294E-1,9.301074028E0,-6.942886114E-1
1.188451489E1,6.009188294E-1,9.310649872E0,-6.416184306E-1
1.188690437E1,6.272538900E-1,9.291497231E0,-6.057069898E-1
1.188929333E1,6.631653905E-1,9.305862427E0,-5.386722088E-1
1.189168192E1,6.751358509E-1,9.372897148E0,-5.195194483E-1
1.189407104E1,6.751358509E-1,9.447113991E0,-5.434604287E-1
1.189645942E1,6.751358509E-1,9.540484428E0,-5.626131892E-1
1.189884760E1,6.751358509E-1,9.641036034E0,-5.841601491E-1
1.190123661E1,6.703476310E-1,9.700887680E0,-6.248597503E-1
1.190362546E1,6.416184306E-1,9.763134956E0,-6.895004511E-1
1.190601463E1,6.104952097E-1,9.844533920E0,-7.996289730E-1
1.190840348E1,5.865541697E-1,9.930722237E0,-8.618755341E-1
1.191079218E1,5.650073290E-1,1.000254536E1,-7.732938528E-1
1.191318145E1,5.554309487E-1,1.002888012E1,-6.655594110E-1
1.191557026E1,5.290958285E-1,1.003606224E1,-6.248597503E-1
1.191795854E1,4.836079478E-1,1.000972652E1,-5.793718696E-1
1.192034723E1,4.429082870E-1,9.961845398E0,-5.219135284E-1
1.192273609E1,3.878439963E-1,9.959450722E0,-4.620610774E-1
1.192512510E1,3.303856254E-1,9.964239120E0,-4.261495769E-1
1.192751385E1,2.753213346E-1,9.913963318E0,-4.213613868E-1
1.192990255E1,2.298334837E-1,9.878050804E0,-4.740315676E-1
1.193229197E1,1.987102032E-1,9.899598122E0,-5.937365294E-1
1.193468098E1,1.819514930E-1,9.904387474E0,-7.038650513E-1
1.193706942E1,1.867396981E-1,9.892416000E0,-7.828702927E-1
1.193945828E1,2.130747885E-1,9.911568642E0,-8.163877130E-1
1.194184734E1,2.465921789E-1,9.909174919E0,-8.379345536E-1
1.194423750E1,2.968682647E-1,9.854109764E0,-8.786342740E-1
1.194662651E1,3.734793961E-1,9.784682274E0,-8.522991538E-1
1.194901515E1,4.572728872E-1,9.710465431E0,-7.924466729E-1
1.195140453E1,5.267017484E-1,9.614701271E0,-7.469587922E-1
1.195379359E1,5.769777894E-1,9.545271873E0,-6.607712507E-1
1.195618244E1,6.248597503E-1,9.494996071E0,-5.554309487E-1
1.195857140E1,6.583771110E-1,9.406414032E0,-4.764256477E-1
1.196096036E1,6.799240708E-1,9.348956108E0,-4.740315676E-1
1.196334984E1,6.775299311E-1,9.375290871E0,-4.907902479E-1
1.196573895E1,6.607712507E-1,9.392048836E0,-4.740315676E-1
1.196812781E1,6.416184306E-1,9.392048836E0,-4.596669674E-1
1.197051718E1,5.937365294E-1,9.483024597E0,-5.027607679E-1
1.197290588E1,5.219135284E-1,9.595547676E0,-6.104952097E-1
1.197529442E1,4.596669674E-1,9.645824432E0,-7.110472918E-1
1.197768338E1,3.806616962E-1,9.724828720E0,-8.187817335E-1
1.198007229E1,2.777154744E-1,9.856505394E0,-9.289103150E-1
1.198246177E1,1.987102032E-1,9.945085526E0,-1.003127337E0
1.198485119E1,1.460400373E-1,9.995362282E0,-1.060585737E0
1.198724010E1,9.336984903E-2,1.005760860E1,-1.161137819E0
1.198962994E1,6.942886859E-2,1.011027908E1,-1.240143180E0
1.199201937E1,5.985246971E-2,1.011027908E1,-1.285630941E0
1.199440849E1,7.900525630E-2,1.008633804E1,-1.333513021E0
1.199679802E1,1.292813420E-1,1.007676220E1,-1.276054621E0
1.199918718E1,1.651928127E-1,9.988180161E0,-1.213808179E0
1.200157661E1,1.891337931E-1,9.868474960E0,-1.232960820E0
1.200396572E1,2.322275788E-1,9.813410759E0,-1.254507780E0
1.200635453E1,2.729272544E-1,9.736800194E0,-1.311966181E0
1.200874385E1,3.112328351E-1,9.643429756E0,-1.371818662E0
1.201113302E1,3.615089059E-1,9.609911919E0,-1.390971422E0
1.201352234E1,3.902381063E-1,9.576395035E0,-1.479552984E0
1.201591177E1,3.902381063E-1,9.554847717E0,-1.620804906E0
1.201830130E1,3.662970960E-1,9.583577156E0,-1.699810147E0
1.202069119E1,3.423561156E-1,9.597942352E0,-1.702204227E0
1.202308026E1,3.088387549E-1,9.597942352E0,-1.718962908E0
1.202546828E1,2.537744641E-1,9.588364601E0,-1.788391709E0
1.202785765E1,1.963160932E-1,9.576395035E0,-1.824303269E0
1.203024671E1,1.436459273E-1,9.554847717E0,-1.819514990E0
1.203263520E1,8.379345387E-2,9.528512955E0,-1.800362229E0
1.203502390E1,1.915278845E-2,9.497389793E0,-1.785997629E0
1.203741270E1,-4.309377819E-2,9.478237152E0,-1.788391709E0
1.203980177E1,-9.336984903E-2,9.459083557E0,-1.788391709E0
1.204219052E1,-1.197049394E-1,9.454296112E0,-1.766844869E0
1.204457901E1,-1.388577372E-1,9.480630875E0,-1.795573950E0
1.204696848E1,-1.747692078E-1,9.521330833E0,-1.829091549E0
1.204935770E1,-1.819514930E-1,9.569212914E0,-1.836273789E0
1.205174614E1,-1.651928127E-1,9.648218155E0,-1.905702591E0
1.205413484E1,-1.484341323E-1,9.755951881E0,-1.975131512E0
1.205652411E1,-1.197049394E-1,9.837351799E0,-2.020619392E0
1.205891400E1,-8.618755639E-2,9.935509682E0,-2.039772034E0
1.206130343E1,-6.224656478E-2,1.001451492E1,-2.068501472E0
1.206369473E1,-3.591148183E-2,1.002648640E1,-2.154688835E0
1.206608400E1,-1.675869152E-2,1.005282116E1,-2.228905916E0
1.206847302E1,7.182296365E-3,1.005042744E1,-2.298334837E0
1.207086166E1,2.872918546E-2,1.002888012E1,-2.303122997E0
1.207325046E1,5.027607456E-2,1.002648640E1,-2.243270397E0
1.207563911E1,6.224656478E-2,9.969026566E0,-2.197782755E0
1.207802807E1,6.464067101E-2,9.899598122E0,-2.166659355E0
1.208041671E1,6.464067101E-2,9.866081238E0,-2.097230434E0
1.208280531E1,5.985246971E-2,9.808623314E0,-1.982313752E0
1.208519468E1,4.069967940E-2,9.748769760E0,-1.903308511E0
1.208758369E1,-1.675869152E-2,9.715252876E0,-1.872185230E0
1.208997255E1,-6.942886859E-2,9.696100235E0,-1.850638390E0
1.209236171E1,-1.197049394E-1,9.688918114E0,-1.826697350E0
1.209475062E1,-2.011042982E-1,9.684128761E0,-1.843456030E0
1.209713989E1,-2.777154744E-1,9.724828720E0,-1.876973391E0
1.209952916E1,-3.423561156E-1,9.775105476E0,-1.888943911E0
1.210191817E1,-3.950262666E-1,9.784682274E0,-1.920067191E0
1.210430557E1,-4.237554669E-1,9.815805435E0,-1.948796391E0
1.210669489E1,-4.357259572E-1,9.856505394E0,-1.965555072E0
1.210908375E1,-4.213613868E-1,9.846927643E0,-1.960766912E0
1.211147307E1,-3.950262666E-1,9.818199158E0,-1.900914431E0
1.211386218E1,-3.878439963E-1,9.801440239E0,-1.814726830E0
1.211625151E1,-3.662970960E-1,9.765528679E0,-1.730933428E0
1.211864020E1,-3.208092153E-1,9.736800194E0,-1.613622546E0
1.212102848E1,-2.896859348E-1,9.717646599E0,-1.481947184E0
1.212341770E1,-2.657449543E-1,9.700887680E0,-1.379000902E0
1.212580656E1,-2.418039739E-1,9.681735039E0,-1.283236861E0
1.212819489E1,-2.130747885E-1,9.672159195E0,-1.199443460E0
1.213058385E1,-1.867396981E-1,9.679341316E0,-1.151561499E0
1.213297333E1,-1.915279031E-1,9.703282356E0,-1.139590979E0
1.213536276E1,-2.034983933E-1,9.729617119E0,-1.146773219E0
1.213775161E1,-1.915279031E-1,9.743982315E0,-1.189867139E0
1.214014026E1,-1.939219981E-1,9.775105476E0,-1.240143180E0
1.214252984E1,-2.034983933E-1,9.818199158E0,-1.264084101E0
1.214491911E1,-2.034983933E-1,9.854109764E0,-1.290419221E0
1.214730776E1,-1.963160932E-1,9.887627602E0,-1.288025141E0
1.214969682E1,-1.819514930E-1,9.918750763E0,-1.261690021E0
1.215208609E1,-1.651928127E-1,9.937904358E0,-1.235355020E0
1.215447541E1,-1.556164175E-1,9.942691803E0,-1.204231620E0
1.215686411E1,-1.220990419E-1,9.935509682E0,-1.158743739E0
1.215925224E1,-7.900525630E-2,9.937904358E0,-1.077344418E0
1.216164130E1,-5.745837092E-2,9.928327560E0,-1.000733256E0
1.216403005E1,-3.591148183E-2,9.909174919E0,-9.097574949E-1
1.216641823E1,-9.576394223E-3,9.866081238E0,-8.379345536E-1
1.216880692E1,1.436459273E-2,9.818199158E0,-8.092053533E-1
1.217119557E1,3.351738304E-2,9.801440239E0,-7.589293122E-1
1.217358442E1,7.182296365E-2,9.777499199E0,-7.158355117E-1
1.217597312E1,1.125226393E-1,9.748769760E0,-7.206237316E-1
1.217836166E1,1.292813420E-1,9.765528679E0,-7.182296515E-1
1.218075093E1,1.460400373E-1,9.794258118E0,-6.535889506E-1
1.218313953E1,1.723751128E-1,9.789469719E0,-6.176775098E-1
1.218552833E1,1.819514930E-1,9.806227684E0,-6.009188294E-1
1.218791729E1,1.723751128E-1,9.842140198E0,-5.937365294E-1
1.219030645E1,1.580105126E-1,9.854109764E0,-5.817660093E-1
1.219269598E1,1.532223076E-1,9.866081238E0,-4.812138379E-1
1.219508510E1,1.604046077E-1,9.863686562E0,-3.662970960E-1
1.219747374E1,1.747692078E-1,9.830168724E0,-3.112328351E-1
1.219986328E1,1.963160932E-1,9.796651840E0,-2.848977447E-1
1.220225250E1,2.274393737E-1,9.770317078E0,-2.537744641E-1
1.220464140E1,2.609567642E-1,9.717646599E0,-2.058925033E-1
1.220703098E1,3.112328351E-1,9.688918114E0,-1.388577372E-1
1.220942041E1,3.734793961E-1,9.688918114E0,-8.379345387E-2
1.221181026E1,4.333318770E-1,9.679341316E0,-5.267017335E-2
1.221419958E1,5.003666282E-1,9.693705559E0,-1.915278845E-2
1.221658833E1,5.554309487E-1,9.717646599E0,-2.394098788E-2
1.221897781E1,6.224656701E-1,9.767923355E0,-5.267017335E-2
1.222136703E1,6.918945909E-1,9.834958076E0,-6.703476608E-2
1.222375583E1,7.349883318E-1,9.878050804E0,-7.421706617E-2
1.222615005E1,7.780820727E-1,9.911568642E0,-8.618755639E-2
1.222853953E1,8.187817335E-1,9.949873924E0,-1.149167418E-1
1.223092927E1,8.427227736E-1,9.980998039E0,-1.675869077E-1
1.223331843E1,8.379345536E-1,1.001212120E1,-1.867396981E-1
1.223570755E1,8.642696142E-1,1.002409077E1,-1.723751128E-1
1.223809744E1,8.953929543E-1,1.003127384E1,-1.675869077E-1
1.224048656E1,8.953929543E-1,1.003606224E1,-1.532223076E-1
1.224287541E1,9.073634148E-1,1.001451492E1,-1.388577372E-1
1.224526479E1,9.336984754E-1,9.985786438E0,-1.364636272E-1
1.224765427E1,9.696099758E-1,9.957056999E0,-1.388577372E-1
1.225004401E1,9.815804958E-1,9.921145439E0,-1.101285368E-1
1.225243307E1,9.935510159E-1,9.885233879E0,-7.900525630E-2
1.225482203E1,1.010309696E0,9.870868683E0,-6.464067101E-2
1.225721250E1,1.010309696E0,9.861292839E0,-3.351738304E-2
1.225960229E1,1.003127337E0,9.866081238E0,-1.197049394E-2
1.226199119E1,9.887627959E-1,9.854109764E0,-2.154688910E-2
1.226437625E1,9.696099758E-1,9.851716042E0,-7.182296365E-3
1.226676541E1,9.528512955E-1,9.849322319E0,2.154688910E-2
1.226915468E1,9.336984754E-1,9.813410759E0,3.112328239E-2
1.227154369E1,9.049693346E-1,9.784682274E0,3.830557689E-2
1.227393239E1,8.546932340E-1,9.755951881E0,6.464067101E-2
1.227632182E1,8.235700130E-1,9.717646599E0,1.053403467E-1
1.227871104E1,8.068112731E-1,9.686524391E0,1.556164175E-1
1.228109984E1,7.876585126E-1,9.662583351E0,2.130747885E-1
1.228348906E1,7.756879926E-1,9.636246681E0,2.753213346E-1
1.228587828E1,7.685056925E-1,9.600336075E0,3.471443057E-1
1.228826760E1,7.661116123E-1,9.590760231E0,4.117850065E-1
1.229065645E1,7.780820727E-1,9.585970879E0,4.596669674E-1
1.229304505E1,7.804762125E-1,9.578788757E0,4.788197577E-1
1.229543479E1,7.852643728E-1,9.602729797E0,4.836079478E-1
1.229782427E1,7.900525331E-1,9.629064560E0,4.836079478E-1
1.230021312E1,7.876585126E-1,9.672159195E0,4.716374576E-1
1.230260218E1,7.900525331E-1,9.727223396E0,4.333318770E-1
1.230499140E1,7.756879926E-1,9.779892921E0,3.495384157E-1
1.230738057E1,7.469587922E-1,9.832564354E0,2.729272544E-1
1.230976937E1,7.182296515E-1,9.868474960E0,2.178629786E-1
1.231215755E1,6.775299311E-1,9.921145439E0,1.580105126E-1
1.231454656E1,6.416184306E-1,9.969026566E0,1.173108369E-1
1.231693531E1,6.009188294E-1,1.000014973E1,1.292813420E-1
1.231932364E1,5.506426692E-1,1.003366756E1,1.556164175E-1
1.232171224E1,5.123371482E-1,1.004803181E1,1.532223076E-1
1.232410088E1,4.740315676E-1,1.003845596E1,1.939219981E-1
1.232648984E1,4.261495769E-1,1.000014973E1,2.441980839E-1
1.232887854E1,3.830558062E-1,9.969026566E0,2.633508742E-1
1.233126671E1,3.519325256E-1,9.964239120E0,3.112328351E-1
1.233365583E1,3.064446151E-1,9.928327560E0,3.279915452E-1
1.233604474E1,2.537744641E-1,9.882840157E0,3.160210252E-1
1.233843307E1,1.987102032E-1,9.868474960E0,3.351738155E-1
1.234082197E1,1.388577372E-1,9.846927643E0,3.351738155E-1
1.234321083E1,7.900525630E-2,9.806227684E0,3.064446151E-1
1.234559901E1,1.675869152E-2,9.803833961E0,3.088387549E-1
1.234798765E1,-3.351738304E-2,9.815805435E0,2.872918546E-1
1.235037604E1,-6.464067101E-2,9.811017036E0,2.346216738E-1
1.235276520E1,-8.139935881E-2,9.808623314E0,1.963160932E-1
1.235515411E1,-8.618755639E-2,9.834958076E0,1.556164175E-1
1.235754239E1,-6.703476608E-2,9.863686562E0,1.675869077E-1
1.235993098E1,-2.872918546E-2,9.830168724E0,1.316754371E-1
1.236231994E1,2.154688910E-2,9.844533920E0,-2.394098556E-3
1.236470911E1,8.618755639E-2,9.901991844E0,-1.077344418E-1
1.236709791E1,1.340695322E-1,9.866081238E0,-1.364636272E-1
1.236948640E1,1.627987176E-1,9.837351799E0,-1.460400373E-1
1.237187546E1,2.011042982E-1,9.890022278E0,-2.058925033E-1
1.237426442E1,2.178629786E-1,9.916357040E0,-2.801095545E-1
1.237665317E1,1.867396981E-1,9.928327560E0,-3.184151351E-1
1.237904244E1,1.484341323E-1,9.973814964E0,-3.902381063E-1
1.238143151E1,1.173108369E-1,1.001451492E1,-4.931843579E-1
1.238382010E1,7.182296365E-2,1.003606224E1,-5.721896291E-1
1.238620869E1,1.197049394E-2,1.006957912E1,-6.607712507E-1
1.238859734E1,-6.224656478E-2,1.009830856E1,-7.110472918E-1
1.239098661E1,-1.149167418E-1,1.008873177E1,-7.589293122E-1
1.239337567E1,-1.508282125E-1,1.008633804E1,-8.355404139E-1
1.239576474E1,-2.058925033E-1,1.008633804E1,-9.097574949E-1
1.239815448E1,-2.465921789E-1,1.006957912E1,-9.241221547E-1
1.240054395E1,-2.801095545E-1,1.005282116E1,-9.097574949E-1
1.240293359E1,-3.136269450E-1,1.003606224E1,-9.432749152E-1
1.240532286E1,-3.495384157E-1,1.002888012E1,-9.480631351E-1
1.240771198E1,-3.782675862E-1,1.000493908E1,-9.408808351E-1
1.241010192E1,-3.854499161E-1,9.976208687E0,-9.959450364E-1
1.241249151E1,-3.950262666E-1,9.940298080E0,-1.103679538E0
1.241488052E1,-3.878439963E-1,9.873263359E0,-1.163532019E0
1.241727005E1,-3.639029860E-1,9.837351799E0,-1.130014658E0
1.241965974E1,-3.423561156E-1,9.844533920E0,-1.094103098E0
